FID,BPID,Miles,STREET_NAM,FROM_ROAD,TO_ROAD,BLOCK,WARD,WIDTH__fee,Final_Rati,Rating_Cat,FC_Code,FC_Descrip,Date_Enter,Shape__Length
3080,SYR925,0.202468101122,Dale St,Hillside,Court,200,3,27,6,Fair,19,Local,2021/07/13 00:00:00+00,446.370069140284
3081,SYR926,0.0674983430987,Danforth St,Sunset,Lodi,200,2,30,4,Poor,19,Local,2021/07/13 00:00:00+00,148.919972542821
3082,SYR927,0.0396984113672,Danforth St,Lodi,Salina,300,2,30,5,Poor,19,Local,2021/07/13 00:00:00+00,87.5784489763141
3083,SYR928,0.0504604937218,Danforth St,Salina,Alvord,400,2,30,5,Poor,19,Local,2021/07/13 00:00:00+00,111.324364568405
3084,SYR929,0.0898332295372,Danforth St,Alvord,Park St.,500,1,30,5,Poor,19,Local,2021/07/13 00:00:00+00,198.191081168046
3085,SYR93,0.0608256288683,Arden Dr.,Carlton,Hancock,300,11,28,8,Good,19,Local,2021/06/10 00:00:00+00,133.725207189053
3086,SYR930,0.0907277651623,Danforth St,Park St.,Carbon,600,1,30,7,Good,19,Local,2021/07/13 00:00:00+00,200.165047895268
3087,SYR931,0.091516652095,Danforth St,Carbon,Spring,700,1,30,7,Good,19,Local,2021/07/13 00:00:00+00,201.916107092475
3088,SYR932,0.0945394938447,Danforth St,Spring,1st North,800,1,30,7,Good,19,Local,2021/07/13 00:00:00+00,208.585067729693
3089,SYR933,0.0931830959752,Danforth St,1st North,2nd North,900,1,30,8,Good,19,Local,2021/07/13 00:00:00+00,205.59765729868
3090,SYR934,0.0756903753475,Danforth St,2nd North,Court Terr.,1000,1,30,8,Good,19,Local,2021/07/13 00:00:00+00,167.007275038201
3091,SYR935,0.067186741898,Danforth St,Court Terr.,Grant Blvd.,1100,1,30,8,Good,19,Local,2021/07/13 00:00:00+00,148.251794016741
3092,SYR936,0.160151443893,Darlington Rd,Grant,Listman,100,3,30,6,Fair,19,Local,2021/06/25 00:00:00+00,353.652733555651
3093,SYR937,0.0756746287996,Darlington Rd,Listman,Berkshire,200,3,0,7,Good,19,Local,2021/06/25 00:00:00+00,167.113657456578
3094,SYR938,0.0946785653279,Darlington Rd,Berkshire,Briggs,300,3,0,7,Good,19,Local,2021/06/25 00:00:00+00,209.083116953248
3095,SYR939,0.0576108261949,Darlington Rd,Briggs,Huntley,400,3,0,7,Good,19,Local,1899/12/30 00:00:00+00,127.226711563907
3096,SYR94,0.0500605329855,Ardmore Pl.,Wadsworth,dead end @ C.L.,100,1,21,6,Fair,19,Local,2021/07/13 00:00:00+00,110.371690328831
3097,SYR940,0.137283557557,Darlington Rd,Huntley,Orwood,500,3,0,6,Fair,19,Local,2021/06/25 00:00:00+00,302.872326017289
3098,SYR941,0.0551203679274,Darlington Rd,Orwood,Hillside,700,3,0,6,Fair,19,Local,2021/06/25 00:00:00+00,121.506755632118
3099,SYR942,0.0678311745341,Darlington Rd,Hillside,Wilmore,800,3,0,6,Fair,19,Local,2021/06/25 00:00:00+00,149.52422316388
3100,SYR943,0.0706649676973,Darlington Rd,Wilmore,Court,900,3,0,6,Fair,19,Local,2021/06/25 00:00:00+00,155.777699514267
3101,SYR944,0.12598611721,Davis St,Sabine,Barrett,100,10,30,8,Good,19,Local,2021/10/14 00:00:00+00,277.05980230445
3102,SYR945,0.149334362028,Davis St,Barrett,Delaware/Geddes,200,10,30,8,Good,19,Local,2021/07/19 00:00:00+00,328.406288173652
3103,SYR946,0.221665468982,Dawes Ave,S. Salina,Slayton,100,14,26,8,Good,19,Local,2021/07/16 00:00:00+00,487.236952960522
3104,SYR948,0.153872424887,De Long Ave,1st North,dead end,100,1,26,6,Fair,19,Local,2021/07/13 00:00:00+00,339.493538992911
3105,SYR949,0.11904998427,De Palma Ave,Grand Av,dead end,100,11,23,7,Good,19,Local,2021/07/19 00:00:00+00,262.735901011574
3106,SYR95,0.0715351594477,Argonne Dr.,Hancock,Reed,100,11,26,8,Good,19,Local,2021/06/10 00:00:00+00,157.368826620819
3107,SYR950,0.107502929244,Dearborn Pl,W. Castle,Cortland,100,12,25,4,Poor,19,Local,2021/07/22 00:00:00+00,237.102661206375
3108,SYR953,0.135262652625,Deforest Rd.,dead end,Genesee St.,300,17,27,5,Poor,19,Local,2021/07/19 00:00:00+00,298.549306425294
3109,SYR954,0.171622605535,Deforest Rd.,Genesee St.,Hillsboro Pkwy,200,17,28,5,Poor,19,Local,2021/07/19 00:00:00+00,377.850295852056
3110,SYR955,0.094542239154,Delaware St,Onondaga St.,Holland,100,10,35,8,Good,17,Collector,2021/10/14 00:00:00+00,208.035168095754
3111,SYR956,0.0636532425626,Delaware St,Holland,Kellogg,200,10,35,8,Good,17,Collector,2021/07/19 00:00:00+00,140.082987998932
3112,SYR957,0.066103206086,Delaware St,Kellogg,Grace,300,10,35,8,Good,17,Collector,2021/07/19 00:00:00+00,145.472805115388
3113,SYR958,0.0644330632756,Delaware St,Grace,Sabine,400,10,35,8,Good,17,Collector,2021/07/19 00:00:00+00,141.833910654629
3114,SYR959,0.207916551355,Delaware St,Sabine,Geddes,500,10,35,7,Good,17,Collector,2021/07/19 00:00:00+00,457.76187845636
3115,SYR96,0.0423679002925,Argyle Ave.,Wainwright,Pleasantview,100,3,22,6,Fair,19,Local,2021/06/25 00:00:00+00,93.2280345736973
3116,SYR960,0.0678983466204,Delaware St,Geddes,Grand,600,8,35,5,Poor,17,Collector,2021/07/19 00:00:00+00,149.484475337083
3117,SYR961,0.232784923933,Delaware St,Grand,Wilbur,700,8,35,7,Good,17,Collector,2021/07/19 00:00:00+00,513.398663333907
3118,SYR963,0.131366260986,Delhi St,Hawley,dead end,200,6,25,6,Fair,19,Local,2021/06/23 00:00:00+00,290.007618816679
3119,SYR964,0.0895904452496,Dell St,Beech,Wescott,100,17,24,6,Fair,19,Local,2021/07/16 00:00:00+00,197.042321151092
3120,SYR965,0.177994008905,Delray Ave,Seeley Rd.,Ball Ave.,100,17,27,10,Excellent,19,Local,2021/10/14 00:00:00+00,391.506177229879
3121,SYR966,0.129487662234,Delray Ave,Ball Ave.,Salisbury Pk.,200,17,27,10,Excellent,19,Local,2021/10/14 00:00:00+00,284.81616437989
3122,SYR967,0.0596330431926,Demong Dr,Salt Springs Rd.,Phillips Rd,100,17,31,5,Poor,19,Local,2021/07/19 00:00:00+00,131.626330608182
3123,SYR968,0.157469441699,Demong Dr.,Phillips Rd,Albert,200,17,31,6,Fair,19,Local,2021/07/19 00:00:00+00,346.948642563713
3124,SYR969,0.140547557126,Demong Dr.,Albert,Carlton,300,17,31,6,Fair,19,Local,2021/07/19 00:00:00+00,309.285527717436
3125,SYR970,0.101249102942,Demong Dr.,Carlton,Doll,400,17,23,6,Fair,19,Local,2021/07/19 00:00:00+00,222.822708871152
3126,SYR971,0.0967171478619,Demong Dr.,Doll,Gifford,500,17,23,6,Fair,19,Local,2021/07/19 00:00:00+00,212.850431539517
3127,SYR972,0.0753457268189,Demong Dr.,Gifford,Barrington,600,17,23,6,Fair,19,Local,2021/07/19 00:00:00+00,165.727096261405
3128,SYR973,0.0798020613118,Demong Dr.,Barrington,Manor Dr.,700,17,23,6,Fair,19,Local,2021/07/19 00:00:00+00,175.567063084778
3129,SYR975,0.0804973677884,Devine St,Erie Blvd.,Lynch,100,6,31,8,Good,19,Local,2021/07/19 00:00:00+00,177.610894501013
3130,SYR976,0.0867523484375,Dewey Ave,W. Genesee,Waite,100,2,25,8,Good,19,Local,2021/07/15 00:00:00+00,191.438514703527
3131,SYR977,0.494022237756,Dewitt Rd,E. Genesee St,E. Genesee St,100,17,23,5,Poor,19,Local,2021/07/19 00:00:00+00,1088.68778873087
3132,SYR978,0.129481494217,Dewitt St.,James,Highland,100,4,30,8,Good,17,Collector,2021/06/17 00:00:00+00,285.554424160564
3133,SYR979,0.0903932661797,Dewitt St.,Highland,Park St.,200,4,30,6,Fair,17,Collector,2021/06/17 00:00:00+00,199.352967081618
3134,SYR98,0.0695158346554,Arlington Ave.,Onondaga Pk.,Colvin,100,12,36,6,Fair,19,Local,2021/07/22 00:00:00+00,153.338748876065
3135,SYR980,0.0718122699333,Dewitt St.,Park St.,Farmer,300,4,27,6,Fair,18,Collector,2021/06/17 00:00:00+00,158.537716670451
3136,SYR981,0.088090718355,Dewitt St.,Farmer,Sidney,400,4,27,7,Good,18,Collector,2021/06/17 00:00:00+00,194.499300543717
3137,SYR982,0.0874682020624,Dewitt St.,Sidney,Rugby Rd.,500,4,27,6,Fair,18,Collector,2021/06/17 00:00:00+00,193.128793802085
3138,SYR983,0.110342451189,Dewitt St.,Rugby Rd.,Elsner,600,4,27,7,Good,18,Collector,2021/06/17 00:00:00+00,243.640501643477
3139,SYR984,0.0620436272845,Dewitt St.,Elsner,Scoville,700,4,27,7,Good,18,Collector,2021/06/17 00:00:00+00,136.9975666216
3140,SYR985,0.122494988398,Dewitt St.,Scoville,Mertens,800,4,27,7,Good,18,Collector,2021/06/17 00:00:00+00,270.485114494908
3141,SYR986,0.0874662573715,Dewitt St.,Mertens,Grant Blvd.,900,4,27,8,Good,18,Collector,2021/06/17 00:00:00+00,193.141782960308
3142,SYR987,0.123028099332,Diana Ave,Thayer,Jean,100,14,28,9,Excellent,19,Local,2021/07/22 00:00:00+00,271.415324868647
3143,SYR988,0.158938369431,Dickerson St,S. Clinton,Granger,100,8,22,7,Good,19,Local,2021/07/23 00:00:00+00,349.555336018813
3144,SYR989,0.161933011517,Didama St,Beattie,Candee,100,17,28,7,Good,19,Local,2021/07/16 00:00:00+00,356.162423819805
3145,SYR99,0.0996047161981,Arlington Ave.,Colvin,Charmouth,200,13,36,5,Poor,19,Local,2021/07/22 00:00:00+00,219.766841831915
3146,SYR990,0.0654131642999,Dillaye Ave.,Burnet,Vann,100,6,28,7,Good,19,Local,2021/06/23 00:00:00+00,144.407386453862
3147,SYR991,0.0848391952325,Dillaye Ave.,Vann,Henninger H.S.,200,6,28,6,Fair,19,Local,2021/06/23 00:00:00+00,186.970356249792
3148,SYR992,0.0675574564591,Division St W,Genant,Clinton,100,2,33,5,Poor,19,Local,1899/12/30 00:00:00+00,148.760073835774
3149,SYR993,0.124702555275,Division St W,Clinton,Solar,200,2,33,9,Excellent,19,Local,1899/12/30 00:00:00+00,274.566456568807
3150,SYR995,0.072652162547,"Division St., E.",State,Salina,200,2,33,5,Poor,19,Local,2021/07/22 00:00:00+00,159.967289918401
3151,SYR996,0.0723630977757,"Division St., E.",Salina,Townsend,300,2,33,5,Poor,19,Local,2021/07/22 00:00:00+00,159.332226870071
3152,SYR997,0.0903403291636,"Division St., E.",Townsend,Lodi,400,3,33,5,Poor,19,Local,2021/07/22 00:00:00+00,198.927087607691
3153,SYR998,0.226196628181,"Division St., E.",Lodi,Park St.,600,3,33,6,Fair,19,Local,2021/07/15 00:00:00+00,498.965629184472
3154,SYR999,0.0880938282494,"Division St., E.",Park St.,Carbon,700,3,33,6,Fair,19,Local,2021/07/15 00:00:00+00,194.339509491328
3155,SYR8050,0.120352376984,Genesee Park Drive,Genesee Street,Northern Terminus,300,0,0,5,Poor,19,Local,2021/07/19 00:00:00+00,265.369272144299
3156,SYR1382,0.138239804606,Genesee Park Dr,Salt Springs Rd.,E. Genesee,300,17,27,5,Poor,19,Local,2021/07/19 00:00:00+00,304.390901275376
3157,SYR8053,0.109219384586,Hiawatha Boulevard West,Van Rensselaer,Onondaga Creek Bridge,500,0,0,8,Good,14,Principal Arterial,2021/07/15 00:00:00+00,240.742887845475
3158,SYR8054,0.0438694445332,James Street,Shotwell,Grant,0,0,0,5,Poor,14,Principal Arterial,2021/07/16 00:00:00+00,96.5237745003631
3159,SYR8061,0.103328285187,West Kennedy Street,Crescent,South Ave,400,0,0,8,Good,19,Local,2021/07/22 00:00:00+00,227.349096907238
3160,SYR1948,0.169574956124,Kensington Pl,Broad,Andover,200,19,28,5,Poor,19,Local,2021/07/22 00:00:00+00,374.193333062438
3161,SYR8062,0.0588287886089,Lancaster Avenue,Redfield,Clarendon,700,0,0,7,Good,19,Local,2021/07/20 00:00:00+00,129.833570807478
3162,SYR8052,0.0823883224079,Liberty Street,West Genesee,West Belden,400,0,0,5,Poor,19,Local,2021/07/15 00:00:00+00,181.876562878201
3163,SYR2239,0.0530770490039,Mark Ave,W. Beard,W. Colvin,100,19,28,6,Fair,19,Local,2021/07/16 00:00:00+00,117.076670988967
3164,SYR2701,0.18961982046,Park St.,Regional Market,City Line,0,1,37,8,Good,14,Principal Arterial,2021/07/13 00:00:00+00,418.005964358594
3165,SYR8055,0.0497675418432,Plum Street,Erie,Wilkinson,100,0,0,4,Poor,19,Local,2021/07/15 00:00:00+00,109.850663637529
3166,SYR8066,0.0463679771039,Summit Avenue,Hillview,Charmouth,700,0,0,7,Good,19,Local,2021/07/22 00:00:00+00,102.304415585216
3167,SYR3315,0.0517023609431,Summit Ave,Charmouth,Glenwood,700,13,28,7,Good,19,Local,2021/07/22 00:00:00+00,114.07632614431
3168,SYR8064,0.0485395038894,Summit Avenue,Charmouth,Annetta,600,0,0,6,Fair,19,Local,2021/07/22 00:00:00+00,107.09622076258
3169,SYR8065,0.0542648467466,Summit Avenue,Glenwood,Hillview,700,0,0,6,Fair,19,Local,2021/07/22 00:00:00+00,119.726080794427
3170,SYR3314,0.0552081713837,Summit Ave,Colvin/Onon. Pk.,Charmouth,600,13,28,7,Good,19,Local,2021/07/22 00:00:00+00,121.813386094396
3171,SYR335,0.069964526508,Bradford Pkwy,E. Genesee,Meadowbrook,100,17,36,6,Fair,19,Local,2021/07/19 00:00:00+00,154.364574693735
3172,SYR8057,0.0622391328854,Woodland Avenue,South State,Baker,100,0,0,5,Poor,19,Local,2021/07/23 00:00:00+00,136.851359696757
3173,SYR8058,0.0579836484015,Calvin Road,Glenwood,Hancock,200,0,0,7,Good,19,Local,2021/07/22 00:00:00+00,127.51323621023
3174,SYR8059,0.0895551585231,Whittier Avenue,Avery,Coleridge,500,0,0,5,Poor,19,Local,2021/06/02 00:00:00+00,196.963220663951
3175,SYR702,0.269332794823,Coleridge Ave,Burnet Pk. Dr.,Whittier,300,8,25,7,Good,19,Local,2021/06/02 00:00:00+00,593.037957944208
3176,SYR8060,0.113794717698,Evans Street,Maltbie,Plum,200,0,0,0,Not Rated,19,Local,2021/07/15 00:00:00+00,250.371816611563
3177,SYR2839,0.0500676069443,Robin Croft Rd,Lincoln Pk Dr.,dead end,100,6,21,0,Not Rated,19,Local,2021/08/17 00:00:00+00,110.527681904883
3178,SYR3433,0.0980296582651,Townsend St N,Butternut,Ash,800,3,30,7,Good,19,Local,2021/07/22 00:00:00+00,216.230815366443
3179,SYR3434,0.0962564108533,Townsend St N,Ash,Division,900,3,30,6,Fair,19,Local,2021/07/22 00:00:00+00,212.32375741007
3180,SYR3435,0.0977475084671,Townsend St N,Division,Catawba,1000,3,30,5,Poor,19,Local,2021/07/22 00:00:00+00,215.611684079917
3181,SYR3436,0.0870242400696,Townsend St N,Catawba,Lodi/Pond,1100,3,30,6,Fair,19,Local,2021/07/13 00:00:00+00,191.980298789596
3182,SYR3437,0.0901305116592,Townsend St S,Erie Blvd.,Washington,100,15,60,5,Poor,17,Collector,2021/06/23 00:00:00+00,198.956263184403
3183,SYR3438,0.0628132398293,Townsend St S,Washington,Fayette,200,15,60,4,Poor,17,Collector,2021/06/23 00:00:00+00,138.652851377028
3184,SYR3439,0.0385782621118,Townsend St S,Fayette,Genesee,300,15,60,8,Good,17,Collector,2021/06/23 00:00:00+00,85.1561484253264
3185,SYR344,0.192166117936,Brampton Rd,S. Salina,Coldbrook,100,14,24,9,Excellent,19,Local,2021/07/19 00:00:00+00,422.281211835099
3186,SYR3440,0.262919608503,Townsend St S,Genesee,Harrison,400,15,34,6,Fair,17,Collector,2021/07/22 00:00:00+00,580.286414809504
3187,SYR3441,0.110669184175,Townsend St S,Harrison,Adams,800,15,34,7,Good,17,Collector,2021/07/22 00:00:00+00,244.191498960982
3188,SYR3442,0.233582990537,Townsend St S,Adams,Jackson,900,9,34,8,Good,19,Local,2021/07/22 00:00:00+00,515.537395980275
3189,SYR3445,0.0793111272775,Tracy St,Plum,Barker,200,2,0,5,Poor,19,Local,2021/07/15 00:00:00+00,174.503150528932
3190,SYR3446,0.0637019997741,Tracy St,Barker,Leavenworth,300,2,0,5,Poor,19,Local,2021/07/15 00:00:00+00,140.160879546913
3191,SYR3447,0.162803369608,Tracy St,Leavenworth,Van Rennselaer,400,2,0,6,Fair,19,Local,2021/07/15 00:00:00+00,358.219545248859
3192,SYR3449,0.101928986895,Trinity Pl,Greenwood Pl.,Beech,100,17,25,7,Good,19,Local,2021/07/16 00:00:00+00,224.221105267931
3193,SYR345,0.0698460121603,Brampton Rd,Coldbrook,Latter Dr.,200,14,24,9,Excellent,19,Local,2021/07/19 00:00:00+00,153.485652011459
3194,SYR3452,0.167723500968,Tully St,Wyoming,Tioga,300400,8,30,4,Poor,19,Local,2021/07/22 00:00:00+00,369.010578913371
3195,SYR3453,0.0881706654824,Tully St,Tioga,Oswego,500,8,30,5,Poor,19,Local,2021/07/22 00:00:00+00,193.983236728667
3196,SYR3454,0.0874560419088,Tully St,Oswego,Seneca,600,8,30,7,Good,19,Local,2021/07/22 00:00:00+00,192.410120471896
3197,SYR3455,0.0881304483221,Tully St,Seneca,Ontario,700,8,30,7,Good,19,Local,2021/07/22 00:00:00+00,193.864985023151
3198,SYR3456,0.0572737820237,Turtle St,Sunset,Lodi,100,2,27,5,Poor,19,Local,2021/07/13 00:00:00+00,126.342935964492
3199,SYR3457,0.0901881339997,Turtle St,Lodi,N. Salina,200,2,27,5,Poor,19,Local,2021/07/13 00:00:00+00,198.975680450367
3200,SYR3458,0.0907278392437,Turtle St,N. Salina,Park,300,1,27,6,Fair,19,Local,2021/07/13 00:00:00+00,200.169411976723
3201,SYR3459,0.0903362593977,Turtle St,Park,Carbon,400,1,27,8,Good,19,Local,2021/07/13 00:00:00+00,199.306267739284
3202,SYR346,0.168349431703,Brattle Road,Dewitt,Sedgwick,100,4,20,5,Poor,19,Local,2021/06/17 00:00:00+00,370.84702392726
3203,SYR3460,0.0897894261279,Turtle St,Carbon,Spring,500,1,27,7,Good,19,Local,2021/07/13 00:00:00+00,198.110214666451
3204,SYR3461,0.0957780978477,Turtle St,Spring,First North,600,1,27,8,Good,19,Local,2021/07/13 00:00:00+00,211.32149826151
3205,SYR3462,0.0935701778487,Turtle St,First North,Second North,700,1,27,8,Good,19,Local,2021/07/13 00:00:00+00,206.453023383592
3206,SYR3463,0.097694623887,Turtle St,Second North,Grant Blvd,800,1,27,7,Good,19,Local,2021/07/13 00:00:00+00,215.562960633908
3207,SYR3464,0.136985372676,Turtle St,Grant Blvd,Burdick,900,1,27,5,Poor,19,Local,2021/07/13 00:00:00+00,302.269402058958
3208,SYR3465,0.0575249402417,Turtle St,Burdick,Willumae,1000,1,27,5,Poor,19,Local,1899/12/30 00:00:00+00,126.929395907869
3209,SYR3466,0.122500893508,Turtle St,Willumae,Seventh North,1100,1,27,5,Poor,19,Local,2021/07/13 00:00:00+00,270.300681303758
3210,SYR3467,0.0635444886464,Twin Hills Dr,S. Geddes,Stinard,100,12,36,7,Good,19,Local,2021/07/22 00:00:00+00,139.710388132279
3211,SYR3468,0.200359763586,Twin Hills Dr,Stinard,Alanson,200,12,36,6,Fair,19,Local,2021/07/22 00:00:00+00,441.782691890099
3212,SYR3469,0.0744524433995,Twin Hills Dr,Alanson,Robineau/Strathmore,300,12,36,7,Good,19,Local,2021/07/22 00:00:00+00,163.823102091212
3213,SYR347,0.302396904559,Brattle Road,Sedgwick,Rugby,200,4,20,9,Excellent,19,Local,2021/06/17 00:00:00+00,667.321849776789
3214,SYR3471,0.0337424851728,Tyson Pl.,Fobes,Lillian,100,4,27,6,Fair,19,Local,2021/06/25 00:00:00+00,74.2428074268283
3215,SYR3472,0.0515292482141,Tyson Pl.,Lillian,Norwood,200,4,27,6,Fair,19,Local,2021/06/25 00:00:00+00,113.37960122829
3216,SYR3473,0.0545001244857,Tyson Pl.,Norwood,Ashdale,300,4,27,7,Good,19,Local,2021/06/25 00:00:00+00,119.915291170656
3217,SYR3474,0.0512302916799,Tyson Pl.,Ashdale,N. Collingwood,400,4,27,6,Fair,19,Local,2021/06/25 00:00:00+00,112.721256533787
3218,SYR3475,0.0509151689265,Tyson Pl.,N. Collingwood,N. Edwards,500,4,27,6,Fair,19,Local,2021/06/25 00:00:00+00,112.027772334916
3219,SYR3476,0.0554028737087,Tyson Pl.,N. Edwards,Midler,600,4,27,6,Fair,19,Local,2021/06/25 00:00:00+00,121.903318565714
3220,SYR3477,0.0634517110606,Tyson Pl.,Midler,Rigi,700,4,24,7,Good,19,Local,2021/06/25 00:00:00+00,139.61327762862
3221,SYR3478,0.063507538146,Tyson Pl.,Rigi,Colby,800,4,24,6,Fair,19,Local,2021/06/25 00:00:00+00,139.73629108436
3222,SYR3479,0.0704804388806,Tyson Pl.,Colby,Lynwood,900,4,24,6,Fair,19,Local,2021/06/25 00:00:00+00,155.07944155182
3223,SYR348,0.0693296382958,Brattle Road,Rugby,Kline,300,4,36,6,Fair,19,Local,2021/06/17 00:00:00+00,153.082376654891
3224,SYR3480,0.0763682551478,Tyson Pl.,Lynwood,Lamson,1000,4,24,5,Poor,19,Local,2021/06/25 00:00:00+00,168.033113281856
3225,SYR3481,0.0972006795185,Ulster St,W. Fayette,Lowell,200,7,36,7,Good,19,Local,2021/06/02 00:00:00+00,213.99337259535
3226,SYR3482,0.0785272769708,Ulster St.,Lowell,Emerson,300,7,36,8,Good,19,Local,2021/06/02 00:00:00+00,172.850269649134
3227,SYR3483,0.125144606963,Ulster St.,Emerson,Milton,400,7,36,8,Good,19,Local,2021/06/02 00:00:00+00,275.453338334723
3228,SYR3484,0.113330876151,Ulster St.,Milton,Willis,500,7,36,6,Fair,19,Local,2021/06/02 00:00:00+00,249.450231834233
3229,SYR3485,0.113600209797,Ulster St.,Willis,Avery,600,7,36,7,Good,19,Local,2021/06/02 00:00:00+00,250.038900874831
3230,SYR3486,0.112930266616,Ulster St.,Avery,Myrtle,700,7,36,6,Fair,19,Local,2021/06/02 00:00:00+00,248.563490176442
3231,SYR3488,0.0869807941461,Union Ave,Townsend,McBride,200,9,30,6,Fair,19,Local,2021/07/22 00:00:00+00,191.506822413941
3232,SYR3489,0.0739603178445,Union Pl,State,Salina,100,2,28,5,Poor,19,Local,2021/07/13 00:00:00+00,162.865787796625
3233,SYR349,0.220547462218,Brattle Road,Kline,Mertens,400,4,36,6,Fair,19,Local,2021/06/17 00:00:00+00,486.993694342956
3234,SYR3490,0.0448827896634,Union Pl.,Lodi,Lilac,300,2,28,5,Poor,19,Local,1899/12/30 00:00:00+00,99.0982990629402
3235,SYR3491,0.0581945471729,Union Pl.,Lilac,Kirkpatrick/Alvord,400,2,28,5,Poor,19,Local,2021/07/15 00:00:00+00,128.491606813483
3236,SYR3492,0.0907592303228,University Ave,Erie Blvd.,Washington,100,15,34,5,Poor,17,Collector,2021/07/16 00:00:00+00,200.344091609779
3237,SYR3493,0.0620465710901,University Ave,Washington,Fayette,200,15,34,6,Fair,17,Collector,2021/07/16 00:00:00+00,136.960631707972
3238,SYR3494,0.108719664084,University Ave,Fayette,Genesee,300,15,34,6,Fair,17,Collector,2021/07/16 00:00:00+00,239.981123589941
3239,SYR3495,0.106907102137,University Ave,Genesee,Madison,400,15,30,9,Excellent,17,Collector,2021/07/19 00:00:00+00,235.974441112807
3240,SYR3496,0.0801246151078,University Ave,Madison,Harrison,500,15,30,7,Good,17,Collector,2021/07/19 00:00:00+00,176.854017146647
3241,SYR3497,0.105602228571,University Ave,Harrison,Adams,600,15,30,7,Good,17,Collector,2021/07/19 00:00:00+00,233.084054007372
3242,SYR3498,0.0721945488603,University Ave,Adams,Marshall,700,16,30,9,Excellent,17,Collector,2021/07/19 00:00:00+00,159.343645219747
3243,SYR3499,0.075101502301,University Ave,Marshall,Waverly,800,16,30,9,Excellent,17,Collector,2021/07/19 00:00:00+00,165.756758854927
3244,SYR35,0.0720241195101,Ainsley Dr.,E. Brighton,Ball Cir.,100,14,26,6,Fair,17,Collector,2021/07/22 00:00:00+00,158.35100741247
3245,SYR350,0.0879094917179,Brattle Road,Mertens,Grant Blvd.,500,4,36,6,Fair,19,Local,2021/06/17 00:00:00+00,194.121142459667
3246,SYR3504,0.0823628851846,University Pl.,Comstock,Ostrom,500,16,30,4,Poor,19,Local,2021/07/19 00:00:00+00,181.126785878137
3247,SYR3505,0.127897035569,Upland Rd,Bellevue,Vieau,100,11,27,8,Good,19,Local,2021/06/10 00:00:00+00,282.235230353917
3248,SYR3506,0.203256017699,Vale St,W. Newell,Onon. Crk. Bl,100,13,24,6,Fair,19,Local,2021/07/16 00:00:00+00,448.091142338996
3249,SYR3507,0.0341934553593,Valley Dr,South Ave,Lafayette,100,13,0,5,Poor,17,Collector,1899/12/30 00:00:00+00,75.4000916035379
3250,SYR3508,0.137011398331,Valley Dr.,Lafayette,W. Newell,200,13,35,5,Poor,17,Collector,2021/07/23 00:00:00+00,302.137873083463
3251,SYR3509,0.132380059335,Valley Dr.,W. Newell,Medora,300,13,35,8,Good,17,Collector,2021/07/23 00:00:00+00,291.916824542883
3252,SYR3510,0.0972004267845,Valley Dr.,Medora,Ford Av,400,13,35,8,Good,17,Collector,2021/07/23 00:00:00+00,214.334646708236
3253,SYR3511,0.159022077145,Valley Dr.,Ford Av,Atlantic,500,13,35,8,Good,17,Collector,2021/07/23 00:00:00+00,350.647989791792
3254,SYR3512,0.0760050456191,Valley Dr.,Atlantic,Valleyview,600,13,30,7,Good,17,Collector,2021/07/23 00:00:00+00,167.593325186686
3255,SYR3513,0.0592114619125,Valley Dr.,Valleyview,St. Louis,700,13,30,7,Good,17,Collector,2021/07/23 00:00:00+00,130.561999283079
3256,SYR3514,0.0736837204447,Valley Dr.,St. Louis,Camp Av,800,13,30,7,Good,17,Collector,2021/07/23 00:00:00+00,162.465385943964
3257,SYR3515,0.0528603351876,Valley Dr.,Camp Av,Oakdale,900,13,30,7,Good,17,Collector,2021/07/23 00:00:00+00,116.553615057132
3258,SYR3516,0.053763077502,Valley Dr.,Oakdale,Maxwell,1000,13,30,7,Good,17,Collector,2021/07/23 00:00:00+00,118.541425229812
3259,SYR3517,0.0559943023022,Valley Dr.,Maxwell,Bradford St,1100,13,30,8,Good,17,Collector,2021/07/23 00:00:00+00,123.460287134531
3260,SYR3518,0.0550769067096,Valley Dr.,Bradford St,Englewood,1200,13,30,8,Good,17,Collector,2021/07/23 00:00:00+00,121.434541387036
3261,SYR3519,0.0424667862883,Valley Dr.,Englewood,Milburn,1300,13,30,8,Good,17,Collector,2021/07/23 00:00:00+00,93.6321758172036
3262,SYR3520,0.0768661121948,Valley Dr.,Milburn,Kimber Ave,1400,13,30,8,Good,17,Collector,2021/07/23 00:00:00+00,169.472990489792
3263,SYR3521,0.104316254568,Valley Dr.,Kimber Ave,Seneca Tnpk,1500,13,30,8,Good,17,Collector,2021/07/23 00:00:00+00,230.063038497963
3264,SYR3522,0.148469342579,Valley Dr.,Seneca Tnpk,Academy St,1600,13,30,9,Excellent,17,Collector,2021/07/23 00:00:00+00,327.47233961283
3265,SYR3523,0.0579743640633,Valley Dr.,Academy St,Merritt Rd,1700,13,30,9,Excellent,17,Collector,2021/07/23 00:00:00+00,127.868346544757
3266,SYR3524,0.0926806296657,Valley Dr.,Merritt Rd,Chaffee,1800,13,30,9,Excellent,17,Collector,2021/07/23 00:00:00+00,204.412583864576
3267,SYR3525,0.100569623728,Valley Dr.,Chaffee,Cossitt,1900,13,30,9,Excellent,17,Collector,2021/07/23 00:00:00+00,221.807032850485
